,State Name,County Name,PERCENT_MALE,PERCENT_FEMALE,Age 16 to 24,Age 25 to 34,Age 35 to 54,Age 55 and Up
741,Indiana,Lake County,48.39,51.61,12.87,12.36,25.11,30.65
742,Indiana,LaPorte County,51.53,48.47,11.67,13.38,24.84,32.41
743,Indiana,Lawrence County,49.51,50.49,11.42,11.22,24.95,35.03
744,Indiana,Madison County,50.05,49.95,12.3,12.79,25.25,32.11
745,Indiana,Marion County,48.21,51.79,13.16,16.99,24.3,24.78
746,Indiana,Marshall County,49.77,50.23,12.88,10.9,23.85,31.98
747,Indiana,Martin County,50.67,49.33,11.14,10.85,24.12,35.48
748,Indiana,Miami County,53.83,46.17,12.23,13.19,26.04,31.3
749,Indiana,Monroe County,49.67,50.33,28.76,14.49,20.16,23.72
750,Indiana,Montgomery County,50.82,49.18,13.09,12.02,23.53,32.67
751,Indiana,Morgan County,49.69,50.31,11.99,11.44,25.8,32.57
752,Indiana,Newton County,50.44,49.56,11.41,11.61,24.16,35.91
753,Indiana,Noble County,50.14,49.86,12.55,12.29,24.55,30.44
754,Indiana,Ohio County,49.69,50.31,9.75,10.76,23.56,39.78
755,Indiana,Orange County,49.95,50.05,11.96,11.14,23.32,34.85
756,Indiana,Owen County,50.1,49.9,11.28,11.08,24.42,36.44
757,Indiana,Parke County,47.06,52.94,11.14,12.9,23.43,34.63
758,Indiana,Perry County,53.82,46.18,11.47,13.2,24.56,33.32
759,Indiana,Pike County,49.79,50.21,10.55,11.55,23.92,36.02
760,Indiana,Porter County,49.45,50.55,13.2,12.16,26.11,30.89
761,Indiana,Posey County,49.98,50.02,11.14,11.5,24.08,35.48
762,Indiana,Pulaski County,51.23,48.77,11.67,11.25,24.16,34.99
763,Indiana,Putnam County,52.39,47.61,16.93,12.73,23.94,30.57
764,Indiana,Randolph County,49.16,50.84,11.98,10.72,23.97,34.94
765,Indiana,Ripley County,49.78,50.22,12.72,11.26,24.82,32.21
766,Indiana,Rush County,49.2,50.8,11.94,11.56,24.61,33.59
767,Indiana,St. Joseph County,48.7,51.3,15.0,13.53,23.35,28.7
768,Indiana,Scott County,49.01,50.99,11.65,12.5,26.22,31.15
769,Indiana,Shelby County,49.69,50.31,11.74,12.12,25.21,32.41
770,Indiana,Spencer County,50.44,49.56,11.55,10.63,24.58,35.62
771,Indiana,Starke County,49.91,50.09,11.42,11.73,24.19,34.06
772,Indiana,Steuben County,50.65,49.35,13.74,10.8,22.96,36.1
773,Indiana,Sullivan County,54.46,45.54,11.76,14.2,26.77,31.72
774,Indiana,Switzerland County,51.55,48.45,11.47,10.62,25.49,32.15
775,Indiana,Tippecanoe County,51.12,48.88,27.16,14.29,20.07,21.31
776,Indiana,Tipton County,49.81,50.19,11.39,11.35,24.18,36.58
777,Indiana,Union County,49.4,50.6,11.91,11.58,24.94,34.76
778,Indiana,Vanderburgh County,48.47,51.53,13.17,14.21,23.41,31.19
779,Indiana,Vermillion County,49.91,50.09,12.05,11.25,24.56,34.3
780,Indiana,Vigo County,50.54,49.46,18.17,13.21,22.84,28.8
781,Indiana,Wabash County,48.54,51.46,14.0,10.75,22.97,35.62
782,Indiana,Warren County,49.63,50.37,10.51,11.07,24.46,35.52
783,Indiana,Warrick County,49.06,50.94,11.86,11.21,26.1,31.8
784,Indiana,Washington County,49.89,50.11,11.98,11.8,25.45,32.12
785,Indiana,Wayne County,48.37,51.63,12.89,11.75,23.77,33.42
786,Indiana,Wells County,49.36,50.64,11.93,11.61,23.36,32.84
787,Indiana,White County,49.79,50.21,11.92,10.87,23.02,35.1
788,Indiana,Whitley County,49.87,50.13,11.47,11.93,24.43,33.46
789,Iowa,Adair County,49.8,50.2,9.98,11.81,21.38,38.66
790,Iowa,Adams County,49.94,50.06,9.44,10.8,20.88,41.25
791,Iowa,Allamakee County,51.04,48.96,10.4,10.17,20.93,38.8
792,Iowa,Appanoose County,49.51,50.49,10.7,10.24,22.35,38.1
793,Iowa,Audubon County,48.65,51.35,10.06,10.15,20.8,41.45
794,Iowa,Benton County,49.96,50.04,11.13,10.59,24.82,34.42
795,Iowa,Black Hawk County,49.25,50.75,17.85,13.13,21.79,28.95
796,Iowa,Boone County,50.66,49.34,11.37,12.19,25.02,34.4
797,Iowa,Bremer County,49.48,50.52,15.6,10.19,23.25,32.41
798,Iowa,Buchanan County,49.62,50.38,11.74,11.14,23.7,32.29
799,Iowa,Buena Vista County,50.44,49.56,14.4,12.71,21.69,29.61
800,Iowa,Butler County,49.73,50.27,11.14,9.88,23.49,37.27
801,Iowa,Calhoun County,51.86,48.14,10.84,11.74,21.53,38.03
802,Iowa,Carroll County,49.49,50.51,11.29,10.84,22.12,35.31
803,Iowa,Cass County,49.14,50.86,10.41,10.26,22.26,38.77
804,Iowa,Cedar County,49.78,50.22,11.1,10.51,24.8,35.81
805,Iowa,Cerro Gordo County,48.96,51.04,11.11,11.27,22.26,37.95
806,Iowa,Cherokee County,50.04,49.96,9.72,10.77,20.88,40.5
807,Iowa,Chickasaw County,50.28,49.72,11.15,10.06,22.44,36.85
808,Iowa,Clarke County,51.0,49.0,11.3,11.25,23.05,32.99
809,Iowa,Clay County,49.16,50.84,10.81,11.59,22.84,35.81
810,Iowa,Clayton County,50.7,49.3,10.11,9.92,21.41,41.07
811,Iowa,Clinton County,49.08,50.92,11.37,11.25,23.36,35.08
812,Iowa,Crawford County,50.99,49.01,13.64,11.74,22.54,31.38
813,Iowa,Dallas County,49.28,50.72,11.5,14.58,28.56,22.14
814,Iowa,Davis County,49.63,50.37,12.32,10.83,21.32,30.57
815,Iowa,Decatur County,50.33,49.67,20.78,9.29,18.56,32.8
816,Iowa,Delaware County,50.66,49.34,11.6,9.56,23.29,36.21
817,Iowa,Des Moines County,48.71,51.29,10.98,11.31,23.43,35.48
818,Iowa,Dickinson County,49.72,50.28,9.57,10.17,22.0,42.44
819,Iowa,Dubuque County,49.34,50.66,13.96,12.75,22.62,31.84
820,Iowa,Emmet County,50.4,49.6,13.26,11.32,22.6,36.86
821,Iowa,Fayette County,50.36,49.64,13.03,10.99,21.48,36.92
822,Iowa,Floyd County,49.37,50.63,11.16,10.94,22.5,36.52
823,Iowa,Franklin County,50.64,49.36,11.0,9.98,22.97,36.84
824,Iowa,Fremont County,50.3,49.7,10.49,9.57,22.53,39.14
825,Iowa,Greene County,49.47,50.53,11.07,10.35,21.86,37.86
826,Iowa,Grundy County,49.54,50.46,10.97,11.12,23.44,35.69
827,Iowa,Guthrie County,49.96,50.04,11.28,9.51,23.18,38.61
828,Iowa,Hamilton County,49.56,50.44,11.16,10.46,23.33,36.13
829,Iowa,Hancock County,50.25,49.75,11.37,10.15,22.0,38.61
830,Iowa,Hardin County,50.16,49.84,12.57,10.68,22.73,38.46
831,Iowa,Harrison County,50.33,49.67,11.05,10.76,23.52,35.79
832,Iowa,Henry County,51.56,48.44,13.68,11.71,23.85,32.98
833,Iowa,Howard County,49.92,50.08,10.93,10.65,22.24,35.5
834,Iowa,Humboldt County,49.27,50.73,10.54,10.63,21.78,37.51
835,Iowa,Ida County,49.74,50.26,11.24,10.15,21.46,36.57
836,Iowa,Iowa County,50.1,49.9,11.01,10.76,23.79,35.04
837,Iowa,Jackson County,50.03,49.97,11.2,10.23,22.94,37.39
838,Iowa,Jasper County,51.12,48.88,11.24,12.07,24.86,33.69
839,Iowa,Jefferson County,54.8,45.2,13.91,14.85,20.55,37.91
840,Iowa,Johnson County,49.55,50.45,23.81,15.25,22.13,22.13
841,Iowa,Jones County,51.89,48.11,10.72,11.47,24.55,36.15
842,Iowa,Keokuk County,50.46,49.54,11.28,10.39,22.45,37.19
843,Iowa,Kossuth County,50.41,49.59,10.79,10.14,20.75,40.19
844,Iowa,Lee County,50.36,49.64,10.8,11.74,23.69,36.15
845,Iowa,Linn County,49.3,50.7,13.01,13.57,25.38,28.97
846,Iowa,Louisa County,51.0,49.0,11.64,11.04,24.97,34.47
847,Iowa,Lucas County,51.19,48.81,11.05,10.62,21.63,37.59
848,Iowa,Lyon County,50.79,49.21,12.04,10.46,23.06,31.01
849,Iowa,Madison County,50.2,49.8,11.62,10.22,26.71,31.49
850,Iowa,Mahaska County,50.79,49.21,13.43,11.73,22.86,32.11
851,Iowa,Marion County,49.94,50.06,14.14,10.69,23.85,31.99
852,Iowa,Marshall County,50.54,49.46,12.56,11.93,22.75,31.79
853,Iowa,Mills County,50.29,49.71,11.54,10.05,25.61,34.04
854,Iowa,Mitchell County,49.73,50.27,11.86,10.37,21.76,36.6
855,Iowa,Monona County,48.45,51.55,10.97,9.95,20.81,40.3
856,Iowa,Monroe County,49.67,50.33,12.12,10.17,24.13,35.02
857,Iowa,Montgomery County,48.52,51.48,11.41,10.03,22.56,37.37
858,Iowa,Muscatine County,50.05,49.95,12.29,12.74,23.91,30.57
859,Iowa,O'Brien County,50.16,49.84,11.63,11.14,22.03,35.25
860,Iowa,Osceola County,50.77,49.23,10.81,9.97,21.32,38.77
861,Iowa,Page County,53.07,46.93,11.02,12.0,24.37,37.79
862,Iowa,Palo Alto County,49.77,50.23,12.18,10.93,21.17,36.55
863,Iowa,Plymouth County,49.84,50.16,12.34,10.66,23.75,32.6
864,Iowa,Pocahontas County,49.71,50.29,10.33,9.9,20.68,40.53
865,Iowa,Polk County,49.32,50.68,12.59,15.42,25.94,25.3
866,Iowa,Pottawattamie County,49.29,50.71,12.25,12.09,24.02,32.26
867,Iowa,Poweshiek County,48.59,51.41,17.63,9.91,21.09,35.19
868,Iowa,Ringgold County,49.59,50.41,11.34,9.11,21.11,39.68
869,Iowa,Sac County,49.4,50.6,10.28,9.96,21.14,39.55
870,Iowa,Scott County,49.1,50.9,12.13,13.1,25.31,29.86
871,Iowa,Shelby County,49.57,50.43,11.45,9.51,21.89,39.1
872,Iowa,Sioux County,50.27,49.73,17.55,10.77,21.36,27.95
873,Iowa,Story County,52.24,47.76,32.62,13.2,18.41,22.02
874,Iowa,Tama County,50.13,49.87,12.18,10.44,23.06,34.69
875,Iowa,Taylor County,51.0,49.0,10.49,10.44,22.25,36.94
876,Iowa,Union County,48.77,51.23,13.05,11.03,22.78,34.81
877,Iowa,Van Buren County,51.5,48.5,11.07,9.57,22.9,37.63
878,Iowa,Wapello County,49.88,50.12,12.25,12.86,23.54,32.3
879,Iowa,Warren County,49.32,50.68,13.51,11.51,25.72,28.8
880,Iowa,Washington County,49.26,50.74,11.68,11.64,23.01,33.5
881,Iowa,Wayne County,49.7,50.3,11.52,10.39,19.78,37.71
882,Iowa,Webster County,51.71,48.29,15.3,12.22,21.79,32.99
883,Iowa,Winnebago County,49.34,50.66,13.96,10.59,20.94,36.62
884,Iowa,Winneshiek County,49.8,50.2,19.05,8.95,20.75,36.31
885,Iowa,Woodbury County,49.79,50.21,14.04,12.98,23.94,27.47
886,Iowa,Worth County,50.72,49.28,10.97,11.19,24.51,36.26
887,Iowa,Wright County,50.26,49.74,11.12,10.15,21.1,37.65
888,Kansas,Allen County,49.23,50.77,13.61,10.88,22.66,34.85
889,Kansas,Anderson County,49.69,50.31,11.4,10.02,21.75,35.65
890,Kansas,Atchison County,48.58,51.42,18.04,10.6,21.75,30.88
891,Kansas,Barber County,51.3,48.7,10.19,10.75,19.65,39.98
892,Kansas,Barton County,49.54,50.46,12.39,11.73,21.37,34.94
893,Kansas,Bourbon County,49.28,50.72,13.09,11.24,21.36,33.32
894,Kansas,Brown County,49.36,50.64,10.79,10.53,21.93,35.45
895,Kansas,Butler County,50.27,49.73,13.0,12.03,24.85,29.32
896,Kansas,Chase County,51.4,48.6,11.74,10.8,20.96,40.26
897,Kansas,Chautauqua County,50.92,49.08,9.23,10.31,20.12,43.91
898,Kansas,Cherokee County,49.35,50.65,12.18,10.71,24.34,34.46
899,Kansas,Cheyenne County,50.36,49.64,10.24,10.09,19.57,42.38
900,Kansas,Clark County,49.35,50.65,11.94,9.98,22.72,34.6
901,Kansas,Clay County,49.61,50.39,10.38,10.0,23.02,37.02
902,Kansas,Cloud County,49.61,50.39,13.09,11.11,21.3,35.08
903,Kansas,Coffey County,49.42,50.58,11.04,10.6,23.21,37.23
904,Kansas,Comanche County,48.71,51.29,10.65,8.88,20.71,39.71
905,Kansas,Cowley County,50.28,49.72,13.89,12.0,22.85,31.85
906,Kansas,Crawford County,49.91,50.09,21.63,11.51,21.45,27.27
907,Kansas,Decatur County,50.16,49.84,9.73,9.9,18.89,44.92
908,Kansas,Dickinson County,50.1,49.9,11.38,11.24,23.26,35.27
909,Kansas,Doniphan County,50.46,49.54,14.95,11.2,22.71,34.09
910,Kansas,Douglas County,49.77,50.23,26.23,14.44,21.47,22.92
911,Kansas,Edwards County,51.32,48.68,11.69,9.08,21.98,38.28
912,Kansas,Elk County,50.24,49.76,8.66,8.22,18.7,44.94
913,Kansas,Ellis County,50.36,49.64,20.69,12.96,20.94,27.67
914,Kansas,Ellsworth County,56.7,43.3,11.34,13.47,24.5,35.55
915,Kansas,Finney County,51.58,48.42,15.57,14.08,22.92,22.03
916,Kansas,Ford County,51.93,48.07,15.23,13.89,23.56,22.18
917,Kansas,Franklin County,49.88,50.12,12.83,11.84,23.76,32.06
918,Kansas,Geary County,52.35,47.65,17.73,21.49,18.28,14.74
919,Kansas,Gove County,50.0,50.0,10.66,9.71,19.95,39.53
920,Kansas,Graham County,49.03,50.97,8.82,8.9,20.06,45.37
921,Kansas,Grant County,50.28,49.72,14.55,11.23,22.84,26.63
922,Kansas,Gray County,50.6,49.4,14.01,10.79,23.1,28.26
923,Kansas,Greeley County,48.86,51.14,9.9,11.53,19.81,35.55
924,Kansas,Greenwood County,49.83,50.17,10.48,8.56,21.75,41.32
925,Kansas,Hamilton County,52.19,47.81,11.58,14.1,22.88,26.94
926,Kansas,Harper County,50.0,50.0,10.28,10.8,21.06,37.16
927,Kansas,Harvey County,49.26,50.74,13.96,11.11,22.32,33.03
928,Kansas,Haskell County,50.33,49.67,14.24,11.95,22.4,28.45
929,Kansas,Hodgeman County,51.17,48.83,10.54,10.7,19.12,40.86
930,Kansas,Jackson County,50.19,49.81,12.11,10.43,23.36,33.46
931,Kansas,Jefferson County,50.82,49.18,11.43,10.58,24.68,35.16
932,Kansas,Jewell County,51.23,48.77,9.38,8.93,17.92,46.58
933,Kansas,Johnson County,49.08,50.92,12.16,13.71,26.82,27.48
934,Kansas,Kearny County,49.61,50.39,12.71,13.16,21.68,28.09
935,Kansas,Kingman County,49.86,50.14,11.07,10.4,22.25,38.32
936,Kansas,Kiowa County,49.37,50.63,14.02,10.14,20.28,36.08
937,Kansas,Labette County,49.96,50.04,11.43,11.64,22.65,34.26
938,Kansas,Lane County,50.36,49.64,10.23,10.42,21.24,39.67
939,Kansas,Leavenworth County,53.31,46.69,11.7,13.85,26.84,27.96
940,Kansas,Lincoln County,50.1,49.9,10.9,7.22,22.28,41.8
941,Kansas,Linn County,50.75,49.25,11.09,9.03,23.97,38.48
942,Kansas,Logan County,49.89,50.11,10.63,12.31,20.04,36.79
943,Kansas,Lyon County,48.56,51.44,21.12,12.65,20.15,27.68
944,Kansas,McPherson County,49.16,50.84,12.82,11.65,22.38,34.56
945,Kansas,Marion County,49.67,50.33,14.06,9.16,20.5,39.08
946,Kansas,Marshall County,49.74,50.26,10.74,9.65,21.5,37.95
947,Kansas,Meade County,50.93,49.07,13.04,11.21,21.7,33.03
948,Kansas,Miami County,49.84,50.16,12.15,10.52,25.63,31.85
949,Kansas,Mitchell County,50.43,49.57,13.21,8.96,20.66,38.15
950,Kansas,Montgomery County,49.68,50.32,13.02,11.03,22.07,34.18
951,Kansas,Morris County,50.11,49.89,9.52,10.82,21.49,40.64
952,Kansas,Morton County,50.14,49.86,11.6,8.43,22.96,37.22
953,Kansas,Nemaha County,50.57,49.43,12.02,10.61,20.95,33.76
954,Kansas,Neosho County,49.71,50.29,12.21,11.05,22.19,34.06
955,Kansas,Ness County,48.73,51.27,10.51,9.45,18.73,44.25
956,Kansas,Norton County,55.74,44.26,11.27,13.32,24.85,35.12
957,Kansas,Osage County,50.1,49.9,11.62,10.15,22.94,36.67
958,Kansas,Osborne County,50.8,49.2,9.68,11.22,19.76,41.51
959,Kansas,Ottawa County,51.93,48.07,12.2,9.41,24.0,36.96
960,Kansas,Pawnee County,56.17,43.83,11.74,12.78,25.9,37.17
961,Kansas,Phillips County,49.73,50.27,11.06,10.15,20.5,39.93
962,Kansas,Pottawatomie County,49.7,50.3,12.69,12.35,23.8,26.96
963,Kansas,Pratt County,49.67,50.33,13.5,11.01,20.4,35.36
964,Kansas,Rawlins County,50.59,49.41,8.77,10.0,19.57,43.08
965,Kansas,Reno County,50.25,49.75,12.55,12.16,22.95,34.16
966,Kansas,Republic County,49.78,50.22,9.43,8.95,19.59,44.11
967,Kansas,Rice County,50.15,49.85,15.8,11.03,20.53,33.78
968,Kansas,Riley County,52.96,47.04,34.61,17.1,16.94,17.36
969,Kansas,Rooks County,48.72,51.28,10.96,10.83,21.26,38.88
970,Kansas,Rush County,51.12,48.88,10.11,9.42,22.1,41.63
971,Kansas,Russell County,49.23,50.77,9.42,10.55,21.3,40.37
972,Kansas,Saline County,49.63,50.37,12.94,12.48,23.28,32.07
973,Kansas,Scott County,50.4,49.6,12.0,11.84,21.48,32.86
974,Kansas,Sedgwick County,49.41,50.59,13.43,14.29,23.61,27.46
975,Kansas,Seward County,51.17,48.83,16.07,14.5,22.68,19.96
976,Kansas,Shawnee County,48.39,51.61,12.53,12.38,23.48,32.43
977,Kansas,Sheridan County,50.54,49.46,11.31,10.23,19.48,39.15
978,Kansas,Sherman County,49.97,50.03,12.32,11.71,21.38,33.73
979,Kansas,Smith County,50.35,49.65,9.82,8.48,19.29,45.52
980,Kansas,Stafford County,50.67,49.33,11.36,10.3,19.97,38.91
981,Kansas,Stanton County,49.9,50.1,13.91,10.27,22.58,30.46
982,Kansas,Stevens County,49.23,50.77,13.18,10.41,23.66,29.13
983,Kansas,Sumner County,50.14,49.86,12.16,11.0,22.84,34.19
984,Kansas,Thomas County,48.8,51.2,16.42,12.38,19.74,31.27
985,Kansas,Trego County,50.87,49.13,8.88,10.56,21.19,45.09
986,Kansas,Wabaunsee County,51.22,48.78,11.38,9.78,22.23,37.84
987,Kansas,Wallace County,50.07,49.93,11.73,10.54,17.98,39.13
988,Kansas,Washington County,50.85,49.15,11.14,9.71,20.98,39.1
989,Kansas,Wichita County,51.77,48.23,12.13,9.96,21.0,34.45
990,Kansas,Wilson County,49.52,50.48,11.28,10.43,22.08,36.61
991,Kansas,Woodson County,50.22,49.78,10.61,10.13,20.65,41.36
992,Kansas,Wyandotte County,49.78,50.22,12.86,15.1,24.29,24.37
993,Kentucky,Adair County,49.84,50.16,15.44,11.72,23.4,33.31
994,Kentucky,Allen County,49.61,50.39,11.33,12.77,24.97,31.81
995,Kentucky,Anderson County,48.96,51.04,11.23,12.19,27.03,30.0
996,Kentucky,Ballard County,49.72,50.28,11.71,10.47,24.63,36.46
997,Kentucky,Barren County,48.4,51.6,11.46,12.05,25.01,31.84
998,Kentucky,Bath County,49.42,50.58,11.97,11.1,25.17,30.46
999,Kentucky,Bell County,48.96,51.04,11.75,12.43,24.5,33.96
1000,Kentucky,Boone County,49.53,50.47,12.73,12.22,27.25,26.63
1001,Kentucky,Bourbon County,48.88,51.12,11.68,11.49,24.37,33.9
1002,Kentucky,Boyd County,49.66,50.34,10.63,12.0,25.53,34.39
1003,Kentucky,Boyle County,49.85,50.15,15.28,12.15,23.74,32.47
1004,Kentucky,Bracken County,50.08,49.92,11.59,11.16,25.57,32.3
1005,Kentucky,Breathitt County,49.98,50.02,10.8,12.27,26.79,33.06
1006,Kentucky,Breckinridge County,50.14,49.86,11.49,10.65,24.35,35.04
1007,Kentucky,Bullitt County,49.71,50.29,11.69,13.07,27.42,30.34
1008,Kentucky,Butler County,50.15,49.85,10.84,12.04,25.1,33.37
1009,Kentucky,Caldwell County,48.54,51.46,10.69,11.89,23.54,35.12
1010,Kentucky,Calloway County,48.57,51.43,22.3,11.96,21.22,29.61
1011,Kentucky,Campbell County,49.07,50.93,13.1,14.72,24.51,30.35
1012,Kentucky,Carlisle County,49.54,50.46,10.44,11.32,23.7,35.23
1013,Kentucky,Carroll County,50.28,49.72,11.87,12.0,24.59,29.49
1014,Kentucky,Carter County,49.26,50.74,12.18,11.49,24.7,33.11
1015,Kentucky,Casey County,48.7,51.3,11.03,11.97,24.01,33.88
1016,Kentucky,Christian County,53.01,46.99,19.12,16.98,18.65,21.73
1017,Kentucky,Clark County,48.82,51.18,11.45,12.31,25.65,32.15
1018,Kentucky,Clay County,52.18,47.82,10.82,15.35,27.63,29.03
1019,Kentucky,Clinton County,49.1,50.9,11.26,11.93,24.6,34.15
1020,Kentucky,Crittenden County,50.35,49.65,11.17,10.56,24.32,35.86
1021,Kentucky,Cumberland County,48.78,51.22,9.83,10.87,22.89,38.74
1022,Kentucky,Daviess County,48.84,51.16,12.21,12.95,23.85,30.71
1023,Kentucky,Edmonson County,50.63,49.37,11.84,12.04,24.8,36.92
1024,Kentucky,Elliott County,56.98,43.02,10.67,14.02,27.56,33.02
1025,Kentucky,Estill County,49.38,50.62,10.79,11.78,26.21,33.65
1026,Kentucky,Fayette County,48.94,51.06,17.2,15.3,24.66,25.39
1027,Kentucky,Fleming County,48.95,51.05,12.09,11.29,25.17,31.54
1028,Kentucky,Floyd County,48.78,51.22,11.19,11.57,25.75,33.27
1029,Kentucky,Franklin County,48.34,51.66,12.41,12.79,25.47,32.09
1030,Kentucky,Fulton County,50.13,49.87,10.62,13.72,22.45,35.33
1031,Kentucky,Gallatin County,50.75,49.25,12.71,12.87,26.29,28.47
1032,Kentucky,Garrard County,49.29,50.71,10.48,11.13,25.68,34.47
1033,Kentucky,Grant County,50.05,49.95,12.81,12.74,25.59,26.91
1034,Kentucky,Graves County,48.91,51.09,11.32,12.22,23.86,32.56
1035,Kentucky,Grayson County,50.23,49.77,11.86,12.29,24.38,32.24
1036,Kentucky,Green County,49.1,50.9,10.58,10.64,25.03,36.78
1037,Kentucky,Greenup County,48.7,51.3,10.86,11.19,24.99,35.42
1038,Kentucky,Hancock County,51.42,48.58,12.06,11.3,25.12,31.09
1039,Kentucky,Hardin County,49.89,50.11,13.04,13.62,25.51,27.38
1040,Kentucky,Harlan County,47.82,52.18,10.28,12.56,24.28,33.48
1041,Kentucky,Harrison County,49.06,50.94,11.64,11.67,25.04,32.98
1042,Kentucky,Hart County,49.19,50.81,12.03,11.96,24.15,31.53
1043,Kentucky,Henderson County,48.31,51.69,11.5,12.18,24.68,32.73
1044,Kentucky,Henry County,49.47,50.53,11.6,11.53,25.13,32.64
1045,Kentucky,Hickman County,47.17,52.83,10.23,10.05,23.42,41.39
1046,Kentucky,Hopkins County,48.76,51.24,11.16,12.3,24.69,33.07
1047,Kentucky,Jackson County,49.8,50.2,10.83,11.49,26.45,32.32
1048,Kentucky,Jefferson County,48.33,51.67,12.16,14.82,24.56,30.1
1049,Kentucky,Jessamine County,48.61,51.39,13.59,12.6,25.23,28.87
1050,Kentucky,Johnson County,49.13,50.87,11.55,11.32,26.01,32.96
1051,Kentucky,Kenton County,49.49,50.51,11.86,14.95,25.25,28.2
1052,Kentucky,Knott County,49.35,50.65,13.64,10.54,24.91,34.51
1053,Kentucky,Knox County,48.77,51.23,12.88,12.72,24.67,30.62
1054,Kentucky,Larue County,49.39,50.61,11.58,12.18,25.08,32.45
1055,Kentucky,Laurel County,49.05,50.95,11.59,12.94,26.17,30.22
1056,Kentucky,Lawrence County,49.49,50.51,10.54,11.62,25.29,32.63
1057,Kentucky,Lee County,55.98,44.02,10.33,14.75,27.56,32.11
1058,Kentucky,Leslie County,49.95,50.05,10.13,12.42,25.57,33.94
1059,Kentucky,Letcher County,48.87,51.13,10.0,11.41,25.25,35.14
1060,Kentucky,Lewis County,49.88,50.12,11.31,11.64,24.91,33.96
1061,Kentucky,Lincoln County,49.04,50.96,11.23,11.72,24.76,32.47
1062,Kentucky,Livingston County,49.12,50.88,9.83,10.53,23.89,38.71
1063,Kentucky,Logan County,49.46,50.54,11.62,11.94,24.27,32.67
1064,Kentucky,Lyon County,56.03,43.97,8.81,12.05,24.98,42.3
1065,Kentucky,McCracken County,47.98,52.02,10.97,12.21,24.12,34.27
1066,Kentucky,McCreary County,54.55,45.45,11.56,14.53,27.69,28.44
1067,Kentucky,McLean County,49.16,50.84,11.36,10.7,24.35,34.47
1068,Kentucky,Madison County,48.53,51.47,20.72,12.57,23.83,25.66
1069,Kentucky,Magoffin County,50.08,49.92,10.92,11.91,25.74,32.89
1070,Kentucky,Marion County,49.64,50.36,11.95,12.03,25.09,30.89
1071,Kentucky,Marshall County,49.09,50.91,10.44,10.95,24.62,37.18
1072,Kentucky,Martin County,55.29,44.71,10.8,16.23,26.95,30.13
1073,Kentucky,Mason County,48.74,51.26,11.55,12.41,24.22,32.44
1074,Kentucky,Meade County,50.69,49.31,12.2,13.25,27.41,28.92
1075,Kentucky,Menifee County,50.64,49.36,12.19,10.85,25.0,37.46
1076,Kentucky,Mercer County,48.98,51.02,11.22,11.78,24.45,34.27
1077,Kentucky,Metcalfe County,49.42,50.58,11.12,11.42,24.3,33.92
1078,Kentucky,Monroe County,49.76,50.24,11.42,11.17,24.58,33.88
1079,Kentucky,Montgomery County,48.82,51.18,11.64,13.09,26.74,29.19
1080,Kentucky,Morgan County,57.43,42.57,11.02,15.18,27.98,31.35
1081,Kentucky,Muhlenberg County,51.04,48.96,12.66,12.29,25.02,33.27
1082,Kentucky,Nelson County,49.38,50.62,11.81,12.89,25.57,30.3
1083,Kentucky,Nicholas County,49.33,50.67,12.05,11.47,25.67,30.9
1084,Kentucky,Ohio County,50.13,49.87,11.65,11.85,24.86,31.54
1085,Kentucky,Oldham County,52.22,47.78,13.39,10.06,30.06,26.27
1086,Kentucky,Owen County,49.92,50.08,11.66,10.87,25.57,34.16
1087,Kentucky,Owsley County,49.31,50.69,10.46,12.0,24.46,34.22
1088,Kentucky,Pendleton County,51.11,48.89,11.36,12.33,25.31,32.19
1089,Kentucky,Perry County,49.46,50.54,10.61,12.46,25.87,31.79
1090,Kentucky,Pike County,48.84,51.16,11.52,11.22,26.04,34.26
1091,Kentucky,Powell County,49.6,50.4,11.67,12.49,26.1,29.79
1092,Kentucky,Pulaski County,48.8,51.2,11.13,12.0,25.38,33.2
1093,Kentucky,Robertson County,50.28,49.72,9.82,11.05,23.77,38.19
1094,Kentucky,Rockcastle County,49.09,50.91,11.42,11.92,26.09,33.48
1095,Kentucky,Rowan County,48.17,51.83,25.12,12.51,20.53,25.53
1096,Kentucky,Russell County,49.18,50.82,10.67,11.16,24.43,34.82
1097,Kentucky,Scott County,49.24,50.76,13.31,13.89,27.88,24.14
1098,Kentucky,Shelby County,48.75,51.25,12.63,12.6,26.93,29.44
1099,Kentucky,Simpson County,49.1,50.9,12.3,12.98,24.38,30.61
1100,Kentucky,Spencer County,50.71,49.29,11.24,11.14,28.87,30.34
1101,Kentucky,Taylor County,48.9,51.1,15.22,12.44,21.9,31.62
1102,Kentucky,Todd County,49.76,50.24,12.76,11.76,23.88,29.47
1103,Kentucky,Trigg County,49.74,50.26,10.66,9.81,23.49,38.76
1104,Kentucky,Trimble County,50.18,49.82,11.27,11.8,26.11,32.91
1105,Kentucky,Union County,52.32,47.68,19.54,11.52,23.52,30.94
1106,Kentucky,Warren County,48.98,51.02,20.05,13.48,23.35,24.04
1107,Kentucky,Washington County,49.49,50.51,12.07,11.33,24.74,32.86
1108,Kentucky,Wayne County,49.8,50.2,10.68,11.71,24.37,36.45
1109,Kentucky,Webster County,49.52,50.48,10.75,12.08,25.44,32.09
1110,Kentucky,Whitley County,49.19,50.81,15.1,12.33,23.04,28.24
